1 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Income Statement | 7 | 1 | Income Statement Whereas | Income Statement Whereas the balance sheet shows a company’s | 2 | 1 | 0 | 
58 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Cash Flows from Operations | 10 | 20 | This category can also be | This category can also be summarized as those cash transacti | 3 | 1 | 0 | 
59 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Cash Flows from Operations | 10 | 20 | There are two methods of | There are two methods of reporting cash flows from operation | 0 | 1 | 0 | 
60 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Cash Flows from Operations | 10 | 20 | In contrast, the indirect | In contrast, the indirect method  reconciles net income per  | 0 | 1 | 0 | 
61 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Cash Flows from Operations | 10 | 20 | XYZ Company Statement of | XYZ Company Statement of Cash Flows — Indirect Method For th | 2 | 1 | 0 | 
62 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Cash Flows from Operations | 10 | 20 | Accounting Concepts  Fina | Accounting Concepts  Financial Transactions   1.114          | 3 | 2 | 0 | 
63 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | ASSET MISAPPROPRIATION  CASH RECEIPTS | 0 | 1 | ASSET MISAPPROPRIATION: C | ASSET MISAPPROPRIATION: CASH RECEIPTS | 0 | 0 | 0 | 
64 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | ASSET MISAPPROPRIATION  CASH RECEIPTS | 0 | 1 | Asset misappropriations a | Asset misappropriations are by far the most common of all oc | 3 | 3 | 1 | 
65 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | ASSET MISAPPROPRIATION  CASH RECEIPTS | 0 | 1 | Cash is the focal point o | Cash is the focal point of most accounting entries. Cash, bo | 1 | 2 | 0 | 
66 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | ASSET MISAPPROPRIATION  CASH RECEIPTS | 0 | 1 | Cash receipts schemes fal | Cash receipts schemes fall into two categories, skimming  an | 1 | 2 | 0 | 
67 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | Lapping | 13 | 2 | Lapping Lapping customer | Lapping Lapping customer payments is one of the most common  | 2 | 3 | 0 | 
68 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | Lapping | 13 | 2 | Suppose a company has thr | Suppose a company has three customers, A, B, and C. When A’s | 0 | 1 | 0 | 
69 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | Lapping | 13 | 2 | When B’s check arrives, t | When B’s check arrives, the thief posts this money to A’s ac | 0 | 1 | 0 | 
70 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | Lapping | 13 | 2 | EXAMPLE A clerk working f | EXAMPLE A clerk working for a government agency committed a  | 0 | 1 | 0 | 
71 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | Lapping | 13 | 2 | As the rotating schedule | As the rotating schedule of applying and misapplying payment | 1 | 1 | 0 | 
72 | Cash Receipts Schemes 2 | Which of the following is the most common type of occupational fraud? | Asset misappropriation | Fraudulent financial statements | Bribery | Extortion | Lapping | 13 | 2 | Because lapping schemes c | Because lapping schemes can become very intricate, fraudster | 1 | 2 | 0 | 
