rid|qid|dr|nwic|llcs|icp|opt1|opt2|opt3|opt4|pid|pass
161|Check and Credit Card Fraud 11|12|1|2|0|Paperhangers|Phonies|Launderers|Checksters|Scanning Scanning require|Scanning Scanning requires a scanner and a legitimate check.
162|Check and Credit Card Fraud 11|13|1|1|0|Paperhangers|Phonies|Launderers|Checksters|Electronic Fund Transfer|Electronic Fund Transfer The Electronic Fund Transfer Act (E
163|Check and Credit Card Fraud 11|13|0|1|0|Paperhangers|Phonies|Launderers|Checksters|As defined in the EFTA, a|As defined in the EFTA, an electronic fund transfer” is any 
164|Check and Credit Card Fraud 11|14|1|1|0|Paperhangers|Phonies|Launderers|Checksters|Signs of Counterfeit and|Signs of Counterfeit and Forged Checks A counterfeiter will 
165|Check and Credit Card Fraud 11|14|2|1|0|Paperhangers|Phonies|Launderers|Checksters|Knowing that many merchan|Knowing that many merchants regard checks with low check num
166|Check and Credit Card Fraud 11|15|2|1|0|Paperhangers|Phonies|Launderers|Checksters|Third-Party Bill Paying S|Third-Party Bill Paying Services The checks produced by thes
167|Check and Credit Card Fraud 11|16|1|1|0|Paperhangers|Phonies|Launderers|Checksters|Check Fraud Investigation|Check Fraud Investigations During a check fraud investigatio
168|Check and Credit Card Fraud 11|16|1|2|0|Paperhangers|Phonies|Launderers|Checksters|Financial Transactions  C|Financial Transactions  Check and Credit Card Fraud 2011 Fra
169|Check and Credit Card Fraud 11|16|1|1|0|Paperhangers|Phonies|Launderers|Checksters|There are several tips fo|There are several tips for businesses to use when cashing bu
170|Check and Credit Card Fraud 11|17|0|1|0|Paperhangers|Phonies|Launderers|Checksters|Credit Doctors” Credit do|Credit Doctors” Credit doctor is the term used for fraudster
171|Check and Credit Card Fraud 11|18|1|1|0|Paperhangers|Phonies|Launderers|Checksters|CHECK WRITING PENS When a|CHECK WRITING PENS When a check is written, a special pen de
172|Check and Credit Card Fraud 11|18|1|2|0|Paperhangers|Phonies|Launderers|Checksters|Individuals with business|Individuals with business accounts are a much greater risk w
173|Check and Credit Card Fraud 11|19|1|2|0|Paperhangers|Phonies|Launderers|Checksters|Detection Techniques The|Detection Techniques The cashier or teller is the front-line
174|Check and Credit Card Fraud 11|20|1|1|0|Paperhangers|Phonies|Launderers|Checksters|Guidance for Cardholders|Guidance for Cardholders  It is in the interest of both the 
175|Check and Credit Card Fraud 11|20|1|1|0|Paperhangers|Phonies|Launderers|Checksters|Banks should send cardhol|Banks should send cardholders occasional reminders of steps 
176|Check and Credit Card Fraud 14|1|3|3|1|Kiting|An error|Lapping|Timing differences|Check Kiting Check kiting|Check Kiting Check kiting is one of the original white-colla
177|Check and Credit Card Fraud 14|1|2|1|0|Kiting|An error|Lapping|Timing differences|Floating makes check kiti|Floating makes check kiting possible. Floating is the additi
178|Check and Credit Card Fraud 14|2|1|2|0|Kiting|An error|Lapping|Timing differences|Electronic Bill Presentme|Electronic Bill Presentment and Payment Electronic bill pres
179|Check and Credit Card Fraud 14|2|3|2|0|Kiting|An error|Lapping|Timing differences|Check and Credit Card Fra|Check and Credit Card Fraud  Financial Transactions   1.1038
180|Check and Credit Card Fraud 14|3|1|2|0|Kiting|An error|Lapping|Timing differences|A Model of P2P: PayPal Th|A Model of P2P: PayPal There is a significant opportunity fo
181|Check and Credit Card Fraud 14|3|2|2|0|Kiting|An error|Lapping|Timing differences|In order to make a paymen|In order to make a payment, the user enters his username and
182|Check and Credit Card Fraud 14|3|2|1|0|Kiting|An error|Lapping|Timing differences|Transfers initiated by th|Transfers initiated by the user from his account registered 
183|Check and Credit Card Fraud 14|4|4|2|0|Kiting|An error|Lapping|Timing differences|Types of Fraud There are|Types of Fraud There are several ways in which fraud may be 
184|Check and Credit Card Fraud 14|4|2|1|0|Kiting|An error|Lapping|Timing differences|Financial Transactions  C|Financial Transactions  Check and Credit Card Fraud 2011 Fra
185|Check and Credit Card Fraud 14|5|0|2|0|Kiting|An error|Lapping|Timing differences|Check Fraud Rings Since t|Check Fraud Rings Since the late 1980s, foreign crime rings 
186|Check and Credit Card Fraud 14|5|0|2|0|Kiting|An error|Lapping|Timing differences|The perpetrators of organ|The perpetrators of organized check fraud activity are often
187|Check and Credit Card Fraud 14|5|0|2|0|Kiting|An error|Lapping|Timing differences|The equipment essential t|The equipment essential to a check fraud ring are a laser sc
188|Check and Credit Card Fraud 14|5|1|1|0|Kiting|An error|Lapping|Timing differences|Most rings specialize in|Most rings specialize in payroll or other institutional chec
189|Check and Credit Card Fraud 14|5|2|2|0|Kiting|An error|Lapping|Timing differences|In recent years, members|In recent years, members of Nigerian and Vi etnamese rings h
190|Check and Credit Card Fraud 14|5|1|2|0|Kiting|An error|Lapping|Timing differences|Foreign crime rings that|Foreign crime rings that practice check fraud are ethnically
191|Check and Credit Card Fraud 14|6|3|2|0|Kiting|An error|Lapping|Timing differences|Demand Drafts Demand draf|Demand Drafts Demand drafts can also be used to commit check
192|Check and Credit Card Fraud 14|7|3|2|0|Kiting|An error|Lapping|Timing differences|Check Fraud Investigation|Check Fraud Investigations During a check fraud investigatio
193|Check and Credit Card Fraud 14|7|1|1|0|Kiting|An error|Lapping|Timing differences|Financial Transactions  C|Financial Transactions  Check and Credit Card Fraud 2011 Fra
194|Check and Credit Card Fraud 14|7|1|2|0|Kiting|An error|Lapping|Timing differences|There are several tips fo|There are several tips for businesses to use when cashing bu
195|Check and Credit Card Fraud 14|8|2|1|0|Kiting|An error|Lapping|Timing differences|Person to Person (P2P) Pa|Person to Person (P2P) Payment Systems Personal online payme
196|Check and Credit Card Fraud 14|8|1|1|0|Kiting|An error|Lapping|Timing differences|One restriction of most c|One restriction of most current P2P systems is that they wil
197|Check and Credit Card Fraud 14|9|2|2|0|Kiting|An error|Lapping|Timing differences|Advance PaymentsConsumer|Advance PaymentsConsumer regulations require credit card iss
198|Check and Credit Card Fraud 14|9|0|2|0|Kiting|An error|Lapping|Timing differences|Using a forged or counter|Using a forged or counterfeit check, an advance or overpayme
199|Check and Credit Card Fraud 14|10|1|1|0|Kiting|An error|Lapping|Timing differences|Access Device An access d|Access Device An access device” includes a card, code, or ot
200|Check and Credit Card Fraud 14|10|2|1|0|Kiting|An error|Lapping|Timing differences|When an access devise is|When an access devise is necessary to instruct a financial i
201|Check and Credit Card Fraud 14|11|1|2|0|Kiting|An error|Lapping|Timing differences|Consumer Initiation Notic|Consumer Initiation Notice that the definition of electronic
202|Check and Credit Card Fraud 14|11|2|2|0|Kiting|An error|Lapping|Timing differences|Even though a telephone i|Even though a telephone is not itself an electronic terminal
203|Check and Credit Card Fraud 14|12|2|2|0|Kiting|An error|Lapping|Timing differences|Advanced Authorization Vi|Advanced Authorization Visa recently unveiled technology for
204|Check and Credit Card Fraud 14|12|0|0|0|Kiting|An error|Lapping|Timing differences|Check and Credit Card Fra|Check and Credit Card Fraud  Financial Transactions   1.1032
205|Check and Credit Card Fraud 14|13|2|1|0|Kiting|An error|Lapping|Timing differences|Electronic Fund Transfer|Electronic Fund Transfer The Electronic Fund Transfer Act (E
206|Check and Credit Card Fraud 14|13|2|3|0|Kiting|An error|Lapping|Timing differences|As defined in the EFTA, a|As defined in the EFTA, an electronic fund transfer” is any 
207|Check and Credit Card Fraud 14|14|0|1|0|Kiting|An error|Lapping|Timing differences|Non-Receipt Fraud A form|Non-Receipt Fraud A form of credit card fraud in which the p
208|Check and Credit Card Fraud 14|15|1|1|0|Kiting|An error|Lapping|Timing differences|The Law Concerning Credit|The Law Concerning Credit Card Fraud Federal law deals with 
209|Check and Credit Card Fraud 14|15|0|2|0|Kiting|An error|Lapping|Timing differences|The most important legal|The most important legal principles concerning the allocatio
210|Check and Credit Card Fraud 14|15|0|1|0|Kiting|An error|Lapping|Timing differences|Congress designed TILA to|Congress designed TILA to protect consumers; therefore, its 
211|Check and Credit Card Fraud 14|15|0|1|0|Kiting|An error|Lapping|Timing differences|The provisions of Regulat|The provisions of Regulation Z that are most re levant to cr
212|Check and Credit Card Fraud 14|15|0|2|0|Kiting|An error|Lapping|Timing differences|The basic liability rule|The basic liability rule provides that the cardholder is not
213|Check and Credit Card Fraud 14|15|0|2|0|Kiting|An error|Lapping|Timing differences|The Federal Reserve Board|The Federal Reserve Board staff has interpreted Regulation Z
214|Check and Credit Card Fraud 14|16|0|2|0|Kiting|An error|Lapping|Timing differences|SIGNATURE If the examiner|SIGNATURE If the examiner were investigating a forged signat
215|Check and Credit Card Fraud 14|16|1|2|0|Kiting|An error|Lapping|Timing differences|The eBank ™ Discovery Sys|The eBank ™ Discovery System, developed by ASV Technologies,
216|Check and Credit Card Fraud 14|17|1|2|0|Kiting|An error|Lapping|Timing differences|Stolen Card Numbers The I|Stolen Card Numbers The Internet has become a breeding groun
217|Check and Credit Card Fraud 14|18|1|1|0|Kiting|An error|Lapping|Timing differences|Internet/Telephone Orders|Internet/Telephone Orders With these transactions, vendors n
218|Check and Credit Card Fraud 14|18|1|2|0|Kiting|An error|Lapping|Timing differences|Potential signs of card-n|Potential signs of card-not-present fraud: • First-time shop
219|Check and Credit Card Fraud 14|19|0|2|0|Kiting|An error|Lapping|Timing differences|Prevention and Detection|Prevention and Detection of Credit Card Fraud The essential 
220|Check and Credit Card Fraud 14|19|0|3|0|Kiting|An error|Lapping|Timing differences|While any of the followin|While any of the following can occur in a perfectly legitima
221|Check and Credit Card Fraud 14|19|1|2|0|Kiting|An error|Lapping|Timing differences|Merchants should also be|Merchants should also be aware of potential signs of fraud i
222|Check and Credit Card Fraud 14|19|0|2|0|Kiting|An error|Lapping|Timing differences|Tellers and merchants sho|Tellers and merchants should be aware of the common signs of
223|Check and Credit Card Fraud 14|19|1|2|0|Kiting|An error|Lapping|Timing differences|At the consumer level, th|At the consumer level, the credit card user should remember 
224|Check and Credit Card Fraud 14|19|0|1|0|Kiting|An error|Lapping|Timing differences|If you become suspicious|If you become suspicious of a telephone call offer or mail s
